Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
978,36.244291225,0.000742225000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
979,36.263467925,0.0191767,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
980,36.27345975,0.00999182499999,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
981,36.283475375,0.010015625,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
982,36.29344315,0.009967775,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
983,36.303576925,0.010133775,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
984,36.313404825,0.0098279,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
985,36.323772475,0.01036765,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
986,36.333441425,0.00966895,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
987,36.451443675,0.11800225,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
988,36.46967415,0.018230475,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
989,36.47041625,0.000742100000004,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
990,36.488242625,0.017826375,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
991,36.4982385,0.009995875,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
992,36.508160025,0.009921525,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
993,36.51862795,0.010467925,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
994,36.5284018,0.00977385,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
995,36.538129225,0.009727425,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
996,36.548307125,0.0101779,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
997,36.558154975,0.00984785,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
998,36.68421805,0.126063075,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
999,36.697932675,0.013714625,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1000,36.698673075,0.000740399999998,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1001,36.7179661,0.019293025,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1002,36.727935575,0.009969475,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1003,36.73791725,0.009981675,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1004,36.747945075,0.010027825,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1005,36.757974875,0.0100298,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1006,36.768134625,0.01015975,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1007,36.77786835,0.009733725,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1008,36.787828075,0.009959725,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1009,36.8980058,0.110177725,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1010,36.912790825,0.014785025,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1011,36.9135313,0.000740475000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1012,36.932651825,0.019120525,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1013,36.9426296,0.009977775,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1014,36.95261145,0.00998185,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1015,36.962641075,0.010029625,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1016,36.972623025,0.00998195,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1017,36.982608625,0.0099856,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1018,36.992618375,0.01000975,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1019,37.002564425,0.00994605,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1020,37.115472025,0.1129076,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1021,37.127487825,0.0120158,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1022,37.1282283,0.000740475000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1023,37.147420925,0.019192625,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1024,37.157534875,0.01011395,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1025,37.167622475,0.0100876,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1026,37.177414175,0.0097917,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1027,37.18736185,0.009947675,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1028,37.197397675,0.010035825,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1029,37.207401425,0.01000375,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1030,37.2176132,0.010211775,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1031,37.33683465,0.11922145,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1032,37.35216195,0.0153273,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1033,37.352904325,0.000742375000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1034,37.372183225,0.0192789,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1035,37.3821469,0.00996367499999,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1036,37.3921087,0.0099618,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1037,37.40224645,0.01013775,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1038,37.41208435,0.00983789999999,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1039,37.4220899,0.01000555,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1040,37.43208035,0.00999045,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1041,37.442059625,0.009979275,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1042,37.55330885,0.111249225,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1043,37.567404075,0.014095225,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1044,37.568144075,0.00074,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1045,37.58688285,0.018738775,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1046,37.59709645,0.0102136,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1047,37.60685705,0.0097606,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1048,37.616852025,0.00999497500001,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1049,37.62685385,0.010001825,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1050,37.63685555,0.0100017,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1051,37.64748565,0.0106301,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1052,37.65680925,0.00932359999999,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1053,37.77248065,0.1156714,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1054,37.7866355,0.01415485,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1055,37.78737585,0.000740350000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1056,37.8068687,0.01949285,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1057,37.816608475,0.009739775,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1058,37.8266,0.009991525,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1059,37.836577875,0.009977875,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1060,37.846737675,0.0101598,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1061,37.8565673,0.00982962499999,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1062,37.866537325,0.009970025,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1063,37.87655485,0.010017525,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1064,37.990284575,0.113729725,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1065,38.006366075,0.0160815,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1066,38.0071083,0.000742225000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1067,38.0263741,0.0192658,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1068,38.036351075,0.009976975,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1069,38.0466641,0.010313025,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1070,38.056304375,0.009640275,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1071,38.066272375,0.009968,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1072,38.076320125,0.01004775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1073,38.08630165,0.009981525,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1074,38.096447675,0.010146025,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1075,38.2061395,0.109691825,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1076,38.221560675,0.015421175,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1077,38.22229895,0.000738274999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1078,38.2410897,0.01879075,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1079,38.251243375,0.010153675,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1080,38.2610273,0.009783925,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1081,38.271169025,0.010141725,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1082,38.280988775,0.00981975,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1083,38.2910205,0.010031725,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1084,38.30098015,0.00995965,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1085,38.310979975,0.009999825,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1086,38.420845575,0.1098656,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1087,38.435986925,0.01514135,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1088,38.436729025,0.000742100000004,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1089,38.45581,0.019080975,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1090,38.465815875,0.010005875,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1091,38.475797525,0.00998165,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1092,38.48624835,0.010450825,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1093,38.49576285,0.0095145,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1094,38.505774625,0.010011775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1095,38.5157343,0.009959675,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1096,38.526004275,0.010269975,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1097,38.640243575,0.1142393,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1098,38.65556305,0.015319475,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1099,38.65630535,0.000742299999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1100,38.675556475,0.019251125,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1101,38.68582,0.010263525,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1102,38.69551075,0.00969075,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1103,38.705533625,0.010022875,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1104,38.715507325,0.0099737,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1105,38.7255231,0.010015775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1106,38.73546265,0.00993955,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1107,38.745491,0.01002835,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1108,38.85813205,0.11264105,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1109,38.870282375,0.012150325,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1110,38.8710227,0.000740325000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1111,38.8902813,0.0192586,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1112,38.900243025,0.009961725,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1113,38.910286875,0.01004385,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1114,38.920178725,0.00989185,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1115,38.930196325,0.0100176,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1116,38.94014605,0.009949725,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1117,38.950139875,0.009993825,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1118,38.96013775,0.009997875,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1119,39.073240925,0.113103175,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1120,39.090217125,0.0169762,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1121,39.090959225,0.000742100000004,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1122,39.109996025,0.0190368,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1123,39.119933725,0.0099377,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1124,39.129925475,0.00999175,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1125,39.139903275,0.00997779999999,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1126,39.14990315,0.00999987500001,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1127,39.15987695,0.0099738,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1128,39.16996745,0.0100905,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1129,39.179864175,0.009896725,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1130,39.291656275,0.1117921,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1131,39.3052267,0.013570425,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1132,39.3059668,0.000740100000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1133,39.325303525,0.019336725,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1134,39.33471135,0.009407825,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1135,39.3447071,0.00999574999999,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1136,39.3548629,0.0101558,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1137,39.3647046,0.0098417,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1138,39.37488075,0.01017615,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1139,39.384996025,0.010115275,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1140,39.3948317,0.009835675,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1141,39.504729375,0.109897675,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1142,39.519652525,0.01492315,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1143,39.52039305,0.000740524999998,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1144,39.53968575,0.0192927,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1145,39.5498955,0.01020975,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1146,39.55937955,0.00948405,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1147,39.5696569,0.01027735,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1148,39.579792725,0.010135825,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1149,39.5893805,0.009587775,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1150,39.59937025,0.00998975,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1151,39.60938275,0.0100125,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1152,39.725855375,0.116472625,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1153,39.739228275,0.0133729,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1154,39.73996825,0.000739975000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1155,39.7591372,0.01916895,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1156,39.76917895,0.01004175,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1157,39.779178575,0.009999625,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1158,39.789140225,0.00996165,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1159,39.799126025,0.0099858,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1160,39.8091197,0.009993675,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1161,39.8190617,0.009942,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1162,39.829359325,0.010297625,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1163,39.941330775,0.11197145,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1164,39.954565575,0.0132348,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1165,39.955305875,0.000740299999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1166,39.974850175,0.0195443,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1167,39.9851867,0.010336525,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1168,39.994874675,0.009687975,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1169,40.00444575,0.009571075,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1170,40.014770275,0.010324525,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1171,40.025243575,0.0104733,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1172,40.034785325,0.00954175,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1173,40.045739975,0.01095465,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1174,40.160162675,0.1144227,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1175,40.17366765,0.013504975,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1176,40.174410075,0.000742424999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1177,40.19480315,0.020393075,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1178,40.20500325,0.0102001,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1179,40.21502495,0.0100217,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1180,40.223638,0.00861304999999,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1181,40.233619675,0.00998167500001,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1182,40.2445839,0.010964225,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1183,40.255429825,0.010845925,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1184,40.264623525,0.0091937,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1185,40.377313075,0.11268955,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1186,40.394853,0.017539925,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1187,40.3955956,0.000742600000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1188,40.413371225,0.017775625,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1189,40.423319525,0.0099483,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1190,40.433503225,0.0101837,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1191,40.445278225,0.011775,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1192,40.453334925,0.0080567,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1193,40.463300575,0.00996565,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1194,40.473258125,0.00995755,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1195,40.485032475,0.01177435,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1196,40.59471605,0.109683575,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1197,40.60813885,0.0134228,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1198,40.608881275,0.000742424999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1199,40.628218025,0.01933675,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1200,40.63809135,0.009873325,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1201,40.6481474,0.01005605,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1202,40.658063375,0.009915975,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1203,40.668205075,0.0101417,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1204,40.678030675,0.0098256,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
1205,40.687998325,0.00996765,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
1206,40.698040075,0.01004175,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
1207,40.812837675,0.1147976,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
1208,40.82785095,0.015013275,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
1209,40.828591325,0.000740374999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
1210,40.84788985,0.019298525,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
1211,40.85777985,0.00989000000001,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
1212,40.8677618,0.00998195,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
1213,40.8779995,0.0102377,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
1214,40.887771,0.0097715,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
1215,40.897760625,0.009989625,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
